Date,Station Id,Station Name,Outflow,Inflow,Netflow
2024-02-01,1.0,Pierce St & Summerlea St,4.0,2.0,-2.0
2024-02-01,2.0,Eliza Furnace Trail & Swineburne St,6.0,5.0,-1.0
2024-02-01,4.0,Burns White Center at 3 Crossings,6.0,8.0,2.0
2024-02-01,5.0,Allegheny Station,2.0,1.0,-1.0
2024-02-01,6.0,10th St & Penn Ave,8.0,8.0,0.0
2024-02-01,7.0,Liberty Ave & Gross St,7.0,7.0,0.0
2024-02-01,8.0,Glasshouse,1.0,4.0,3.0
2024-02-01,9.0,South Side Trail & S 4th St,4.0,3.0,-1.0
2024-02-01,10.0,Zulema St & Coltart Ave,49.0,48.0,-1.0
2024-02-01,11.0,Ellsworth Ave & N Neville St,10.0,8.0,-2.0
2024-02-01,12.0,O'Hara St and University Place,58.0,72.0,14.0
2024-02-01,13.0,S Bouquet Ave & Sennott St,108.0,117.0,9.0
2024-02-01,14.0,Tioga St & N Homewood Ave,1.0,0.0,-1.0
2024-02-01,15.0,Ivy St & Walnut St,17.0,17.0,0.0
2024-02-01,16.0,Penn Ave & Putnam St (Bakery Square),9.0,10.0,1.0
2024-02-01,17.0,Taylor St & Liberty Ave,4.0,7.0,3.0
2024-02-01,18.0,21st St & Penn Ave,5.0,3.0,-2.0
2024-02-01,19.0,42nd St & Butler St,3.0,7.0,4.0
2024-02-01,20.0,Boulevard of the Allies & Parkview Ave,81.0,62.0,-19.0
2024-02-01,21.0,Liberty Ave & Stanwix St,2.0,5.0,3.0
2024-02-01,22.0,Forbes Ave & Market Square,8.0,4.0,-4.0
2024-02-01,23.0,North Shore Trail & Fort Duquesne Bridge,2.0,3.0,1.0
2024-02-01,24.0,Penn Ave & 33rd St,8.0,6.0,-2.0
2024-02-01,25.0,Penn Ave & S Whitfield St,5.0,7.0,2.0
2024-02-01,26.0,S 27th St & Sidney St. (Southside Works),21.0,21.0,0.0
2024-02-01,27.0,W Station Square Dr & Bessemer Court,1.0,0.0,-1.0
2024-02-01,28.0,Fifth Ave & S Bouquet St,43.0,41.0,-2.0
2024-02-01,29.0,Forbes Ave & Schenley Dr,79.0,89.0,10.0
2024-02-01,30.0,Shady Ave & Ellsworth Ave,8.0,13.0,5.0
2024-02-01,31.0,First Ave & B St,5.0,6.0,1.0
2024-02-01,32.0,Ross St & Fourth Ave,8.0,4.0,-4.0
2024-02-01,33.0,Schenley Dr & Schenley Dr Ext,18.0,17.0,-1.0
2024-02-01,34.0,N Dithridge St & Centre Ave,67.0,60.0,-7.0
2024-02-01,35.0,Butler St & 36th St,3.0,0.0,-3.0
2024-02-01,36.0,Penn Ave & S Pacific Ave,4.0,5.0,1.0
2024-02-01,37.0,S Negley Ave & Centre Ave,8.0,10.0,2.0
2024-02-01,38.0,Allequippa St & Darragh St,43.0,30.0,-13.0
2024-02-01,39.0,S 12th St & E Carson St,6.0,4.0,-2.0
2024-02-01,40.0,7th St & Penn Ave,8.0,5.0,-3.0
2024-02-01,41.0,S 22nd St & Sidney St,8.0,8.0,0.0
2024-02-01,42.0,Second Ave & Tecumseh St,2.0,0.0,-2.0
2024-02-01,43.0,Eliza St & Lytle St,1.0,1.0,0.0
2024-02-01,46.0,N Braddock Ave & Frankstown Ave,1.0,2.0,1.0
2024-02-01,47.0,17th St & Penn Ave,4.0,7.0,3.0
2024-02-01,48.0,S Millvale Ave & Centre Ave,15.0,20.0,5.0
2024-02-01,49.0,Technology Dr & Bates St,15.0,15.0,0.0
2024-02-01,50.0,Atwood St & Bates St,69.0,68.0,-1.0
2024-02-01,51.0,Coltart Ave & Forbes Ave,41.0,41.0,0.0
2024-02-01,52.0,Bedford Ave & Memory Ln,1.0,1.0,0.0
2024-02-01,53.0,Centre Ave & Heldman St,2.0,1.0,-1.0
2024-02-01,54.0,W Ohio St & Brighton Rd,3.0,5.0,2.0
2024-02-01,55.0,Brighton Rd & Pennsylvania Ave,1.0,2.0,1.0
2024-02-01,56.0,Rosetta St & N Aiken Ave,1.0,0.0,-1.0
2024-02-01,57.0,52nd St & Butler St,3.0,5.0,2.0
2024-02-01,58.0,W North Ave & Federal St,7.0,6.0,-1.0
2024-02-01,59.0,Forbes Ave at TCS Hall (CMU Campus),21.0,20.0,-1.0
2024-02-01,60.0,Wilkinsburg Park & Ride,1.0,1.0,0.0
2024-02-02,1.0,Pierce St & Summerlea St,3.0,10.0,7.0
2024-02-02,2.0,Eliza Furnace Trail & Swineburne St,4.0,2.0,-2.0
2024-02-02,4.0,Burns White Center at 3 Crossings,5.0,6.0,1.0
2024-02-02,6.0,10th St & Penn Ave,7.0,9.0,2.0
2024-02-02,7.0,Liberty Ave & Gross St,4.0,2.0,-2.0
2024-02-02,8.0,Glasshouse,1.0,2.0,1.0
2024-02-02,9.0,South Side Trail & S 4th St,4.0,3.0,-1.0
2024-02-02,10.0,Zulema St & Coltart Ave,37.0,34.0,-3.0
2024-02-02,11.0,Ellsworth Ave & N Neville St,9.0,14.0,5.0
2024-02-02,12.0,O'Hara St and University Place,48.0,64.0,16.0
2024-02-02,13.0,S Bouquet Ave & Sennott St,90.0,99.0,9.0
2024-02-02,15.0,Ivy St & Walnut St,14.0,18.0,4.0
2024-02-02,16.0,Penn Ave & Putnam St (Bakery Square),3.0,3.0,0.0
2024-02-02,17.0,Taylor St & Liberty Ave,5.0,4.0,-1.0
2024-02-02,18.0,21st St & Penn Ave,2.0,2.0,0.0
2024-02-02,19.0,42nd St & Butler St,7.0,9.0,2.0
2024-02-02,20.0,Boulevard of the Allies & Parkview Ave,78.0,54.0,-24.0
2024-02-02,21.0,Liberty Ave & Stanwix St,1.0,1.0,0.0
2024-02-02,22.0,Forbes Ave & Market Square,4.0,5.0,1.0
2024-02-02,23.0,North Shore Trail & Fort Duquesne Bridge,1.0,1.0,0.0
2024-02-02,24.0,Penn Ave & 33rd St,3.0,4.0,1.0
2024-02-02,25.0,Penn Ave & S Whitfield St,5.0,6.0,1.0
2024-02-02,26.0,S 27th St & Sidney St. (Southside Works),8.0,10.0,2.0
2024-02-02,27.0,W Station Square Dr & Bessemer Court,1.0,2.0,1.0
2024-02-02,28.0,Fifth Ave & S Bouquet St,36.0,48.0,12.0
2024-02-02,29.0,Forbes Ave & Schenley Dr,61.0,78.0,17.0
2024-02-02,30.0,Shady Ave & Ellsworth Ave,6.0,5.0,-1.0
2024-02-02,31.0,First Ave & B St,1.0,1.0,0.0
2024-02-02,32.0,Ross St & Fourth Ave,2.0,2.0,0.0
2024-02-02,33.0,Schenley Dr & Schenley Dr Ext,19.0,16.0,-3.0
2024-02-02,34.0,N Dithridge St & Centre Ave,59.0,47.0,-12.0
2024-02-02,36.0,Penn Ave & S Pacific Ave,4.0,7.0,3.0
2024-02-02,37.0,S Negley Ave & Centre Ave,6.0,6.0,0.0
2024-02-02,38.0,Allequippa St & Darragh St,45.0,22.0,-23.0
2024-02-02,39.0,S 12th St & E Carson St,3.0,3.0,0.0
2024-02-02,40.0,7th St & Penn Ave,8.0,7.0,-1.0
2024-02-02,41.0,S 22nd St & Sidney St,4.0,3.0,-1.0
2024-02-02,47.0,17th St & Penn Ave,2.0,1.0,-1.0
2024-02-02,48.0,S Millvale Ave & Centre Ave,22.0,23.0,1.0
2024-02-02,49.0,Technology Dr & Bates St,10.0,12.0,2.0
2024-02-02,50.0,Atwood St & Bates St,55.0,50.0,-5.0
2024-02-02,51.0,Coltart Ave & Forbes Ave,32.0,26.0,-6.0
2024-02-02,52.0,Bedford Ave & Memory Ln,2.0,0.0,-2.0
2024-02-02,54.0,W Ohio St & Brighton Rd,1.0,0.0,-1.0
2024-02-02,55.0,Brighton Rd & Pennsylvania Ave,0.0,1.0,1.0
2024-02-02,56.0,Rosetta St & N Aiken Ave,0.0,1.0,1.0
2024-02-02,57.0,52nd St & Butler St,4.0,4.0,0.0
2024-02-02,58.0,W North Ave & Federal St,1.0,3.0,2.0
2024-02-02,59.0,Forbes Ave at TCS Hall (CMU Campus),18.0,19.0,1.0
2024-02-03,1.0,Pierce St & Summerlea St,10.0,5.0,-5.0
2024-02-03,2.0,Eliza Furnace Trail & Swineburne St,3.0,2.0,-1.0
2024-02-03,3.0,Centre Ave & Addison St,0.0,1.0,1.0
2024-02-03,4.0,Burns White Center at 3 Crossings,5.0,7.0,2.0
2024-02-03,5.0,Allegheny Station,2.0,0.0,-2.0
2024-02-03,6.0,10th St & Penn Ave,5.0,5.0,0.0
2024-02-03,7.0,Liberty Ave & Gross St,3.0,2.0,-1.0
2024-02-03,8.0,Glasshouse,4.0,0.0,-4.0
2024-02-03,9.0,South Side Trail & S 4th St,9.0,5.0,-4.0
2024-02-03,10.0,Zulema St & Coltart Ave,25.0,29.0,4.0
2024-02-03,11.0,Ellsworth Ave & N Neville St,6.0,12.0,6.0
2024-02-03,12.0,O'Hara St and University Place,28.0,33.0,5.0
2024-02-03,13.0,S Bouquet Ave & Sennott St,84.0,80.0,-4.0
2024-02-03,14.0,Tioga St & N Homewood Ave,3.0,2.0,-1.0
2024-02-03,15.0,Ivy St & Walnut St,20.0,18.0,-2.0
2024-02-03,16.0,Penn Ave & Putnam St (Bakery Square),6.0,6.0,0.0
2024-02-03,17.0,Taylor St & Liberty Ave,3.0,4.0,1.0
2024-02-03,18.0,21st St & Penn Ave,4.0,7.0,3.0
2024-02-03,19.0,42nd St & Butler St,3.0,1.0,-2.0
2024-02-03,20.0,Boulevard of the Allies & Parkview Ave,66.0,59.0,-7.0
2024-02-03,21.0,Liberty Ave & Stanwix St,2.0,5.0,3.0
2024-02-03,22.0,Forbes Ave & Market Square,9.0,8.0,-1.0
2024-02-03,23.0,North Shore Trail & Fort Duquesne Bridge,17.0,21.0,4.0
2024-02-03,24.0,Penn Ave & 33rd St,3.0,3.0,0.0
2024-02-03,25.0,Penn Ave & S Whitfield St,2.0,4.0,2.0
2024-02-03,26.0,S 27th St & Sidney St. (Southside Works),9.0,17.0,8.0
2024-02-03,27.0,W Station Square Dr & Bessemer Court,4.0,2.0,-2.0
2024-02-03,28.0,Fifth Ave & S Bouquet St,43.0,40.0,-3.0
2024-02-03,29.0,Forbes Ave & Schenley Dr,40.0,50.0,10.0
2024-02-03,30.0,Shady Ave & Ellsworth Ave,6.0,5.0,-1.0
2024-02-03,31.0,First Ave & B St,0.0,2.0,2.0
2024-02-03,32.0,Ross St & Fourth Ave,1.0,0.0,-1.0
2024-02-03,33.0,Schenley Dr & Schenley Dr Ext,18.0,26.0,8.0
2024-02-03,34.0,N Dithridge St & Centre Ave,46.0,39.0,-7.0
2024-02-03,35.0,Butler St & 36th St,2.0,7.0,5.0
2024-02-03,36.0,Penn Ave & S Pacific Ave,2.0,1.0,-1.0
2024-02-03,37.0,S Negley Ave & Centre Ave,10.0,14.0,4.0
2024-02-03,38.0,Allequippa St & Darragh St,39.0,23.0,-16.0
2024-02-03,39.0,S 12th St & E Carson St,1.0,5.0,4.0
2024-02-03,40.0,7th St & Penn Ave,4.0,3.0,-1.0
2024-02-03,41.0,S 22nd St & Sidney St,8.0,10.0,2.0
2024-02-03,42.0,Second Ave & Tecumseh St,1.0,1.0,0.0
2024-02-03,43.0,Eliza St & Lytle St,1.0,1.0,0.0
2024-02-03,44.0,Hamilton Ave & Fifth Ave,1.0,1.0,0.0
2024-02-03,47.0,17th St & Penn Ave,8.0,13.0,5.0
2024-02-03,48.0,S Millvale Ave & Centre Ave,13.0,18.0,5.0
2024-02-03,49.0,Technology Dr & Bates St,9.0,3.0,-6.0
2024-02-03,50.0,Atwood St & Bates St,53.0,52.0,-1.0
2024-02-03,51.0,Coltart Ave & Forbes Ave,33.0,27.0,-6.0
2024-02-03,52.0,Bedford Ave & Memory Ln,4.0,0.0,-4.0
2024-02-03,53.0,Centre Ave & Heldman St,0.0,1.0,1.0
2024-02-03,55.0,Brighton Rd & Pennsylvania Ave,2.0,2.0,0.0
2024-02-03,56.0,Rosetta St & N Aiken Ave,2.0,0.0,-2.0
2024-02-03,57.0,52nd St & Butler St,3.0,3.0,0.0
2024-02-03,58.0,W North Ave & Federal St,10.0,7.0,-3.0
2024-02-03,59.0,Forbes Ave at TCS Hall (CMU Campus),13.0,13.0,0.0
2024-02-04,1.0,Pierce St & Summerlea St,1.0,3.0,2.0
2024-02-04,2.0,Eliza Furnace Trail & Swineburne St,7.0,6.0,-1.0
2024-02-04,4.0,Burns White Center at 3 Crossings,12.0,11.0,-1.0
2024-02-04,5.0,Allegheny Station,4.0,6.0,2.0
2024-02-04,6.0,10th St & Penn Ave,9.0,11.0,2.0
2024-02-04,7.0,Liberty Ave & Gross St,7.0,4.0,-3.0
2024-02-04,8.0,Glasshouse,5.0,1.0,-4.0
2024-02-04,9.0,South Side Trail & S 4th St,6.0,4.0,-2.0
2024-02-04,10.0,Zulema St & Coltart Ave,28.0,27.0,-1.0
2024-02-04,11.0,Ellsworth Ave & N Neville St,16.0,14.0,-2.0
2024-02-04,12.0,O'Hara St and University Place,25.0,34.0,9.0
2024-02-04,13.0,S Bouquet Ave & Sennott St,72.0,76.0,4.0
2024-02-04,14.0,Tioga St & N Homewood Ave,1.0,1.0,0.0
2024-02-04,15.0,Ivy St & Walnut St,23.0,20.0,-3.0
2024-02-04,16.0,Penn Ave & Putnam St (Bakery Square),6.0,10.0,4.0
2024-02-04,17.0,Taylor St & Liberty Ave,4.0,4.0,0.0
2024-02-04,18.0,21st St & Penn Ave,12.0,12.0,0.0
2024-02-04,19.0,42nd St & Butler St,9.0,10.0,1.0
2024-02-04,20.0,Boulevard of the Allies & Parkview Ave,65.0,62.0,-3.0
2024-02-04,21.0,Liberty Ave & Stanwix St,17.0,17.0,0.0
2024-02-04,22.0,Forbes Ave & Market Square,8.0,8.0,0.0
2024-02-04,23.0,North Shore Trail & Fort Duquesne Bridge,7.0,9.0,2.0
2024-02-04,24.0,Penn Ave & 33rd St,5.0,4.0,-1.0
2024-02-04,25.0,Penn Ave & S Whitfield St,7.0,11.0,4.0
2024-02-04,26.0,S 27th St & Sidney St. (Southside Works),25.0,13.0,-12.0
2024-02-04,27.0,W Station Square Dr & Bessemer Court,5.0,6.0,1.0
2024-02-04,28.0,Fifth Ave & S Bouquet St,41.0,48.0,7.0
2024-02-04,29.0,Forbes Ave & Schenley Dr,35.0,35.0,0.0
2024-02-04,30.0,Shady Ave & Ellsworth Ave,11.0,9.0,-2.0
2024-02-04,31.0,First Ave & B St,5.0,4.0,-1.0
2024-02-04,33.0,Schenley Dr & Schenley Dr Ext,25.0,23.0,-2.0
2024-02-04,34.0,N Dithridge St & Centre Ave,57.0,48.0,-9.0
2024-02-04,35.0,Butler St & 36th St,4.0,2.0,-2.0
2024-02-04,36.0,Penn Ave & S Pacific Ave,9.0,9.0,0.0
2024-02-04,37.0,S Negley Ave & Centre Ave,12.0,12.0,0.0
2024-02-04,38.0,Allequippa St & Darragh St,40.0,37.0,-3.0
2024-02-04,39.0,S 12th St & E Carson St,11.0,13.0,2.0
2024-02-04,40.0,7th St & Penn Ave,4.0,3.0,-1.0
2024-02-04,41.0,S 22nd St & Sidney St,12.0,9.0,-3.0
2024-02-04,42.0,Second Ave & Tecumseh St,1.0,1.0,0.0
2024-02-04,44.0,Hamilton Ave & Fifth Ave,1.0,1.0,0.0
2024-02-04,45.0,N Braddock Ave & Hamilton Ave,1.0,1.0,0.0
2024-02-04,47.0,17th St & Penn Ave,2.0,3.0,1.0
2024-02-04,48.0,S Millvale Ave & Centre Ave,25.0,27.0,2.0
2024-02-04,49.0,Technology Dr & Bates St,2.0,10.0,8.0
2024-02-04,50.0,Atwood St & Bates St,47.0,48.0,1.0
2024-02-04,51.0,Coltart Ave & Forbes Ave,28.0,35.0,7.0
2024-02-04,52.0,Bedford Ave & Memory Ln,1.0,0.0,-1.0
2024-02-04,54.0,W Ohio St & Brighton Rd,2.0,3.0,1.0
2024-02-04,55.0,Brighton Rd & Pennsylvania Ave,1.0,1.0,0.0
2024-02-04,56.0,Rosetta St & N Aiken Ave,2.0,1.0,-1.0
2024-02-04,57.0,52nd St & Butler St,3.0,0.0,-3.0
2024-02-04,58.0,W North Ave & Federal St,9.0,8.0,-1.0
2024-02-04,59.0,Forbes Ave at TCS Hall (CMU Campus),11.0,10.0,-1.0
2024-02-05,1.0,Pierce St & Summerlea St,8.0,7.0,-1.0
2024-02-05,2.0,Eliza Furnace Trail & Swineburne St,7.0,6.0,-1.0
2024-02-05,3.0,Centre Ave & Addison St,1.0,0.0,-1.0
2024-02-05,4.0,Burns White Center at 3 Crossings,5.0,4.0,-1.0
2024-02-05,5.0,Allegheny Station,1.0,1.0,0.0
2024-02-05,6.0,10th St & Penn Ave,14.0,7.0,-7.0
2024-02-05,7.0,Liberty Ave & Gross St,4.0,5.0,1.0
2024-02-05,8.0,Glasshouse,1.0,2.0,1.0
2024-02-05,9.0,South Side Trail & S 4th St,1.0,0.0,-1.0
2024-02-05,10.0,Zulema St & Coltart Ave,35.0,43.0,8.0
2024-02-05,11.0,Ellsworth Ave & N Neville St,11.0,8.0,-3.0
2024-02-05,12.0,O'Hara St and University Place,66.0,71.0,5.0
2024-02-05,13.0,S Bouquet Ave & Sennott St,82.0,81.0,-1.0
2024-02-05,15.0,Ivy St & Walnut St,8.0,7.0,-1.0
2024-02-05,16.0,Penn Ave & Putnam St (Bakery Square),2.0,2.0,0.0
2024-02-05,17.0,Taylor St & Liberty Ave,4.0,3.0,-1.0
2024-02-05,18.0,21st St & Penn Ave,8.0,11.0,3.0
2024-02-05,19.0,42nd St & Butler St,3.0,8.0,5.0
2024-02-05,20.0,Boulevard of the Allies & Parkview Ave,75.0,74.0,-1.0
2024-02-05,21.0,Liberty Ave & Stanwix St,3.0,5.0,2.0
2024-02-05,22.0,Forbes Ave & Market Square,6.0,5.0,-1.0
2024-02-05,23.0,North Shore Trail & Fort Duquesne Bridge,3.0,6.0,3.0
2024-02-05,24.0,Penn Ave & 33rd St,7.0,6.0,-1.0
2024-02-05,25.0,Penn Ave & S Whitfield St,5.0,4.0,-1.0
2024-02-05,26.0,S 27th St & Sidney St. (Southside Works),11.0,19.0,8.0
2024-02-05,28.0,Fifth Ave & S Bouquet St,47.0,47.0,0.0
2024-02-05,29.0,Forbes Ave & Schenley Dr,70.0,80.0,10.0
2024-02-05,30.0,Shady Ave & Ellsworth Ave,4.0,10.0,6.0
2024-02-05,31.0,First Ave & B St,0.0,1.0,1.0
2024-02-05,32.0,Ross St & Fourth Ave,9.0,11.0,2.0
2024-02-05,33.0,Schenley Dr & Schenley Dr Ext,25.0,26.0,1.0
2024-02-05,34.0,N Dithridge St & Centre Ave,59.0,59.0,0.0
2024-02-05,35.0,Butler St & 36th St,4.0,2.0,-2.0
2024-02-05,36.0,Penn Ave & S Pacific Ave,7.0,7.0,0.0
2024-02-05,37.0,S Negley Ave & Centre Ave,10.0,7.0,-3.0
2024-02-05,38.0,Allequippa St & Darragh St,43.0,21.0,-22.0
2024-02-05,39.0,S 12th St & E Carson St,2.0,4.0,2.0
2024-02-05,40.0,7th St & Penn Ave,12.0,12.0,0.0
2024-02-05,41.0,S 22nd St & Sidney St,6.0,2.0,-4.0
2024-02-05,47.0,17th St & Penn Ave,3.0,3.0,0.0
2024-02-05,48.0,S Millvale Ave & Centre Ave,25.0,18.0,-7.0
2024-02-05,49.0,Technology Dr & Bates St,11.0,10.0,-1.0
2024-02-05,50.0,Atwood St & Bates St,57.0,65.0,8.0
2024-02-05,51.0,Coltart Ave & Forbes Ave,39.0,33.0,-6.0
2024-02-05,52.0,Bedford Ave & Memory Ln,1.0,2.0,1.0
2024-02-05,53.0,Centre Ave & Heldman St,2.0,3.0,1.0
2024-02-05,54.0,W Ohio St & Brighton Rd,4.0,2.0,-2.0
2024-02-05,55.0,Brighton Rd & Pennsylvania Ave,0.0,1.0,1.0
2024-02-05,57.0,52nd St & Butler St,1.0,1.0,0.0
2024-02-05,58.0,W North Ave & Federal St,5.0,3.0,-2.0
2024-02-05,59.0,Forbes Ave at TCS Hall (CMU Campus),15.0,14.0,-1.0
2024-02-05,60.0,Wilkinsburg Park & Ride,0.0,1.0,1.0
2024-02-06,1.0,Pierce St & Summerlea St,9.0,3.0,-6.0
2024-02-06,2.0,Eliza Furnace Trail & Swineburne St,7.0,6.0,-1.0
2024-02-06,3.0,Centre Ave & Addison St,0.0,1.0,1.0
2024-02-06,4.0,Burns White Center at 3 Crossings,5.0,5.0,0.0
2024-02-06,5.0,Allegheny Station,1.0,3.0,2.0
2024-02-06,6.0,10th St & Penn Ave,6.0,5.0,-1.0
2024-02-06,7.0,Liberty Ave & Gross St,5.0,3.0,-2.0
2024-02-06,8.0,Glasshouse,2.0,1.0,-1.0
2024-02-06,9.0,South Side Trail & S 4th St,3.0,3.0,0.0
2024-02-06,10.0,Zulema St & Coltart Ave,47.0,49.0,2.0
2024-02-06,11.0,Ellsworth Ave & N Neville St,11.0,14.0,3.0
2024-02-06,12.0,O'Hara St and University Place,56.0,65.0,9.0
2024-02-06,13.0,S Bouquet Ave & Sennott St,111.0,125.0,14.0
2024-02-06,14.0,Tioga St & N Homewood Ave,0.0,1.0,1.0
2024-02-06,15.0,Ivy St & Walnut St,12.0,16.0,4.0
2024-02-06,16.0,Penn Ave & Putnam St (Bakery Square),7.0,10.0,3.0
2024-02-06,17.0,Taylor St & Liberty Ave,4.0,6.0,2.0
2024-02-06,18.0,21st St & Penn Ave,6.0,4.0,-2.0
2024-02-06,19.0,42nd St & Butler St,4.0,2.0,-2.0
2024-02-06,20.0,Boulevard of the Allies & Parkview Ave,87.0,62.0,-25.0
2024-02-06,21.0,Liberty Ave & Stanwix St,8.0,9.0,1.0
2024-02-06,22.0,Forbes Ave & Market Square,3.0,3.0,0.0
2024-02-06,23.0,North Shore Trail & Fort Duquesne Bridge,0.0,1.0,1.0
2024-02-06,24.0,Penn Ave & 33rd St,5.0,5.0,0.0
2024-02-06,25.0,Penn Ave & S Whitfield St,3.0,3.0,0.0
2024-02-06,26.0,S 27th St & Sidney St. (Southside Works),11.0,20.0,9.0
2024-02-06,28.0,Fifth Ave & S Bouquet St,40.0,42.0,2.0
2024-02-06,29.0,Forbes Ave & Schenley Dr,60.0,68.0,8.0
2024-02-06,30.0,Shady Ave & Ellsworth Ave,5.0,6.0,1.0
2024-02-06,31.0,First Ave & B St,11.0,10.0,-1.0
2024-02-06,32.0,Ross St & Fourth Ave,4.0,6.0,2.0
2024-02-06,33.0,Schenley Dr & Schenley Dr Ext,24.0,24.0,0.0
2024-02-06,34.0,N Dithridge St & Centre Ave,56.0,47.0,-9.0
2024-02-06,35.0,Butler St & 36th St,4.0,1.0,-3.0
2024-02-06,36.0,Penn Ave & S Pacific Ave,4.0,7.0,3.0
2024-02-06,37.0,S Negley Ave & Centre Ave,9.0,10.0,1.0
2024-02-06,38.0,Allequippa St & Darragh St,52.0,35.0,-17.0
2024-02-06,39.0,S 12th St & E Carson St,1.0,2.0,1.0
2024-02-06,40.0,7th St & Penn Ave,7.0,8.0,1.0
2024-02-06,41.0,S 22nd St & Sidney St,2.0,2.0,0.0
2024-02-06,44.0,Hamilton Ave & Fifth Ave,1.0,0.0,-1.0
2024-02-06,47.0,17th St & Penn Ave,4.0,3.0,-1.0
2024-02-06,48.0,S Millvale Ave & Centre Ave,16.0,18.0,2.0
2024-02-06,49.0,Technology Dr & Bates St,15.0,12.0,-3.0
2024-02-06,50.0,Atwood St & Bates St,74.0,68.0,-6.0
2024-02-06,51.0,Coltart Ave & Forbes Ave,30.0,38.0,8.0
2024-02-06,52.0,Bedford Ave & Memory Ln,1.0,1.0,0.0
2024-02-06,54.0,W Ohio St & Brighton Rd,6.0,4.0,-2.0
2024-02-06,55.0,Brighton Rd & Pennsylvania Ave,0.0,1.0,1.0
2024-02-06,56.0,Rosetta St & N Aiken Ave,1.0,0.0,-1.0
2024-02-06,57.0,52nd St & Butler St,2.0,3.0,1.0
2024-02-06,58.0,W North Ave & Federal St,0.0,4.0,4.0
2024-02-06,59.0,Forbes Ave at TCS Hall (CMU Campus),21.0,23.0,2.0
2024-02-06,60.0,Wilkinsburg Park & Ride,0.0,1.0,1.0
2024-02-07,1.0,Pierce St & Summerlea St,3.0,4.0,1.0
2024-02-07,2.0,Eliza Furnace Trail & Swineburne St,2.0,3.0,1.0
2024-02-07,3.0,Centre Ave & Addison St,2.0,1.0,-1.0
2024-02-07,4.0,Burns White Center at 3 Crossings,7.0,5.0,-2.0
2024-02-07,5.0,Allegheny Station,3.0,2.0,-1.0
2024-02-07,6.0,10th St & Penn Ave,8.0,9.0,1.0
2024-02-07,7.0,Liberty Ave & Gross St,3.0,3.0,0.0
2024-02-07,8.0,Glasshouse,2.0,4.0,2.0
2024-02-07,9.0,South Side Trail & S 4th St,5.0,5.0,0.0
2024-02-07,10.0,Zulema St & Coltart Ave,48.0,48.0,0.0
2024-02-07,11.0,Ellsworth Ave & N Neville St,14.0,18.0,4.0
2024-02-07,12.0,O'Hara St and University Place,73.0,81.0,8.0
2024-02-07,13.0,S Bouquet Ave & Sennott St,140.0,144.0,4.0
2024-02-07,15.0,Ivy St & Walnut St,9.0,10.0,1.0
2024-02-07,16.0,Penn Ave & Putnam St (Bakery Square),4.0,1.0,-3.0
2024-02-07,17.0,Taylor St & Liberty Ave,3.0,5.0,2.0
2024-02-07,18.0,21st St & Penn Ave,3.0,2.0,-1.0
2024-02-07,19.0,42nd St & Butler St,6.0,6.0,0.0
2024-02-07,20.0,Boulevard of the Allies & Parkview Ave,102.0,83.0,-19.0
2024-02-07,21.0,Liberty Ave & Stanwix St,11.0,11.0,0.0
2024-02-07,22.0,Forbes Ave & Market Square,7.0,6.0,-1.0
2024-02-07,23.0,North Shore Trail & Fort Duquesne Bridge,3.0,7.0,4.0
2024-02-07,24.0,Penn Ave & 33rd St,4.0,4.0,0.0
2024-02-07,25.0,Penn Ave & S Whitfield St,5.0,4.0,-1.0
2024-02-07,26.0,S 27th St & Sidney St. (Southside Works),26.0,28.0,2.0
2024-02-07,27.0,W Station Square Dr & Bessemer Court,2.0,2.0,0.0
2024-02-07,28.0,Fifth Ave & S Bouquet St,44.0,47.0,3.0
2024-02-07,29.0,Forbes Ave & Schenley Dr,86.0,97.0,11.0
2024-02-07,30.0,Shady Ave & Ellsworth Ave,16.0,14.0,-2.0
2024-02-07,31.0,First Ave & B St,3.0,3.0,0.0
2024-02-07,32.0,Ross St & Fourth Ave,9.0,4.0,-5.0
2024-02-07,33.0,Schenley Dr & Schenley Dr Ext,25.0,32.0,7.0
2024-02-07,34.0,N Dithridge St & Centre Ave,65.0,55.0,-10.0
2024-02-07,35.0,Butler St & 36th St,1.0,1.0,0.0
2024-02-07,36.0,Penn Ave & S Pacific Ave,7.0,7.0,0.0
2024-02-07,37.0,S Negley Ave & Centre Ave,20.0,17.0,-3.0
2024-02-07,38.0,Allequippa St & Darragh St,36.0,30.0,-6.0
2024-02-07,39.0,S 12th St & E Carson St,7.0,9.0,2.0
2024-02-07,40.0,7th St & Penn Ave,11.0,9.0,-2.0
2024-02-07,41.0,S 22nd St & Sidney St,5.0,3.0,-2.0
2024-02-07,42.0,Second Ave & Tecumseh St,0.0,1.0,1.0
2024-02-07,43.0,Eliza St & Lytle St,1.0,1.0,0.0
2024-02-07,47.0,17th St & Penn Ave,1.0,1.0,0.0
2024-02-07,48.0,S Millvale Ave & Centre Ave,18.0,20.0,2.0
2024-02-07,49.0,Technology Dr & Bates St,20.0,17.0,-3.0
2024-02-07,50.0,Atwood St & Bates St,77.0,77.0,0.0
2024-02-07,51.0,Coltart Ave & Forbes Ave,43.0,49.0,6.0
2024-02-07,52.0,Bedford Ave & Memory Ln,0.0,2.0,2.0
2024-02-07,53.0,Centre Ave & Heldman St,1.0,0.0,-1.0
