Date,Station Id,Station Name,Outflow,Inflow,Netflow
2024-07-18,56.0,Rosetta St & N Aiken Ave,5.0,4.0,-1.0
2024-07-18,57.0,52nd St & Butler St,16.0,13.0,-3.0
2024-07-18,58.0,W North Ave & Federal St,17.0,17.0,0.0
2024-07-18,59.0,Forbes Ave at TCS Hall (CMU Campus),39.0,40.0,1.0
2024-07-18,60.0,Wilkinsburg Park & Ride,1.0,3.0,2.0
2024-07-19,1.0,Pierce St & Summerlea St,17.0,17.0,0.0
2024-07-19,2.0,Eliza Furnace Trail & Swineburne St,12.0,17.0,5.0
2024-07-19,3.0,Centre Ave & Addison St,1.0,2.0,1.0
2024-07-19,4.0,Burns White Center at 3 Crossings,29.0,27.0,-2.0
2024-07-19,5.0,Allegheny Station,10.0,16.0,6.0
2024-07-19,6.0,10th St & Penn Ave,22.0,26.0,4.0
2024-07-19,7.0,Liberty Ave & Gross St,10.0,9.0,-1.0
2024-07-19,8.0,Glasshouse,18.0,15.0,-3.0
2024-07-19,9.0,South Side Trail & S 4th St,16.0,15.0,-1.0
2024-07-19,10.0,Zulema St & Coltart Ave,37.0,32.0,-5.0
2024-07-19,11.0,Ellsworth Ave & N Neville St,11.0,6.0,-5.0
2024-07-19,12.0,O'Hara St and University Place,41.0,48.0,7.0
2024-07-19,13.0,S Bouquet Ave & Sennott St,86.0,91.0,5.0
2024-07-19,14.0,Tioga St & N Homewood Ave,2.0,0.0,-2.0
2024-07-19,15.0,Ivy St & Walnut St,40.0,40.0,0.0
2024-07-19,16.0,Penn Ave & Putnam St (Bakery Square),8.0,11.0,3.0
2024-07-19,17.0,Taylor St & Liberty Ave,24.0,25.0,1.0
2024-07-19,18.0,21st St & Penn Ave,26.0,24.0,-2.0
2024-07-19,19.0,42nd St & Butler St,24.0,29.0,5.0
2024-07-19,20.0,Boulevard of the Allies & Parkview Ave,63.0,65.0,2.0
2024-07-19,21.0,Liberty Ave & Stanwix St,33.0,39.0,6.0
2024-07-19,22.0,Forbes Ave & Market Square,52.0,44.0,-8.0
2024-07-19,23.0,North Shore Trail & Fort Duquesne Bridge,42.0,50.0,8.0
2024-07-19,24.0,Penn Ave & 33rd St,22.0,20.0,-2.0
2024-07-19,25.0,Penn Ave & S Whitfield St,14.0,13.0,-1.0
2024-07-19,26.0,S 27th St & Sidney St. (Southside Works),38.0,43.0,5.0
2024-07-19,27.0,W Station Square Dr & Bessemer Court,12.0,14.0,2.0
2024-07-19,28.0,Fifth Ave & S Bouquet St,34.0,35.0,1.0
2024-07-19,29.0,Forbes Ave & Schenley Dr,30.0,29.0,-1.0
2024-07-19,30.0,Shady Ave & Ellsworth Ave,20.0,15.0,-5.0
2024-07-19,31.0,First Ave & B St,15.0,23.0,8.0
2024-07-19,33.0,Schenley Dr & Schenley Dr Ext,41.0,37.0,-4.0
2024-07-19,34.0,N Dithridge St & Centre Ave,51.0,41.0,-10.0
2024-07-19,35.0,Butler St & 36th St,22.0,24.0,2.0
2024-07-19,36.0,Penn Ave & S Pacific Ave,17.0,18.0,1.0
2024-07-19,37.0,S Negley Ave & Centre Ave,28.0,25.0,-3.0
2024-07-19,38.0,Allequippa St & Darragh St,19.0,13.0,-6.0
2024-07-19,39.0,S 12th St & E Carson St,22.0,18.0,-4.0
2024-07-19,40.0,7th St & Penn Ave,46.0,53.0,7.0
2024-07-19,41.0,S 22nd St & Sidney St,16.0,22.0,6.0
2024-07-19,42.0,Second Ave & Tecumseh St,2.0,0.0,-2.0
2024-07-19,43.0,Eliza St & Lytle St,2.0,2.0,0.0
2024-07-19,44.0,Hamilton Ave & Fifth Ave,5.0,7.0,2.0
2024-07-19,45.0,N Braddock Ave & Hamilton Ave,2.0,0.0,-2.0
2024-07-19,47.0,17th St & Penn Ave,14.0,19.0,5.0
2024-07-19,48.0,S Millvale Ave & Centre Ave,44.0,44.0,0.0
2024-07-19,49.0,Technology Dr & Bates St,22.0,22.0,0.0
2024-07-19,50.0,Atwood St & Bates St,63.0,52.0,-11.0
2024-07-19,51.0,Coltart Ave & Forbes Ave,43.0,43.0,0.0
2024-07-19,52.0,Bedford Ave & Memory Ln,4.0,2.0,-2.0
2024-07-19,53.0,Centre Ave & Heldman St,6.0,2.0,-4.0
2024-07-19,54.0,W Ohio St & Brighton Rd,12.0,9.0,-3.0
2024-07-19,55.0,Brighton Rd & Pennsylvania Ave,11.0,10.0,-1.0
2024-07-19,56.0,Rosetta St & N Aiken Ave,4.0,1.0,-3.0
2024-07-19,57.0,52nd St & Butler St,15.0,12.0,-3.0
2024-07-19,58.0,W North Ave & Federal St,22.0,16.0,-6.0
2024-07-19,59.0,Forbes Ave at TCS Hall (CMU Campus),26.0,23.0,-3.0
2024-07-20,1.0,Pierce St & Summerlea St,16.0,13.0,-3.0
2024-07-20,2.0,Eliza Furnace Trail & Swineburne St,24.0,23.0,-1.0
2024-07-20,3.0,Centre Ave & Addison St,2.0,2.0,0.0
2024-07-20,4.0,Burns White Center at 3 Crossings,33.0,39.0,6.0
2024-07-20,5.0,Allegheny Station,20.0,22.0,2.0
2024-07-20,6.0,10th St & Penn Ave,71.0,61.0,-10.0
2024-07-20,7.0,Liberty Ave & Gross St,16.0,12.0,-4.0
2024-07-20,8.0,Glasshouse,21.0,20.0,-1.0
2024-07-20,9.0,South Side Trail & S 4th St,29.0,32.0,3.0
2024-07-20,10.0,Zulema St & Coltart Ave,47.0,54.0,7.0
2024-07-20,11.0,Ellsworth Ave & N Neville St,16.0,14.0,-2.0
2024-07-20,12.0,O'Hara St and University Place,25.0,26.0,1.0
2024-07-20,13.0,S Bouquet Ave & Sennott St,67.0,68.0,1.0
2024-07-20,14.0,Tioga St & N Homewood Ave,0.0,3.0,3.0
2024-07-20,15.0,Ivy St & Walnut St,45.0,39.0,-6.0
2024-07-20,16.0,Penn Ave & Putnam St (Bakery Square),12.0,14.0,2.0
2024-07-20,17.0,Taylor St & Liberty Ave,25.0,27.0,2.0
2024-07-20,18.0,21st St & Penn Ave,43.0,57.0,14.0
2024-07-20,19.0,42nd St & Butler St,37.0,38.0,1.0
2024-07-20,20.0,Boulevard of the Allies & Parkview Ave,45.0,38.0,-7.0
2024-07-20,21.0,Liberty Ave & Stanwix St,50.0,42.0,-8.0
2024-07-20,22.0,Forbes Ave & Market Square,75.0,81.0,6.0
2024-07-20,23.0,North Shore Trail & Fort Duquesne Bridge,38.0,45.0,7.0
2024-07-20,24.0,Penn Ave & 33rd St,19.0,20.0,1.0
2024-07-20,25.0,Penn Ave & S Whitfield St,33.0,26.0,-7.0
2024-07-20,26.0,S 27th St & Sidney St. (Southside Works),68.0,65.0,-3.0
2024-07-20,27.0,W Station Square Dr & Bessemer Court,26.0,24.0,-2.0
2024-07-20,28.0,Fifth Ave & S Bouquet St,29.0,38.0,9.0
2024-07-20,29.0,Forbes Ave & Schenley Dr,23.0,18.0,-5.0
2024-07-20,30.0,Shady Ave & Ellsworth Ave,20.0,19.0,-1.0
2024-07-20,31.0,First Ave & B St,37.0,33.0,-4.0
2024-07-20,33.0,Schenley Dr & Schenley Dr Ext,18.0,16.0,-2.0
2024-07-20,34.0,N Dithridge St & Centre Ave,51.0,48.0,-3.0
2024-07-20,35.0,Butler St & 36th St,28.0,17.0,-11.0
2024-07-20,36.0,Penn Ave & S Pacific Ave,18.0,15.0,-3.0
2024-07-20,37.0,S Negley Ave & Centre Ave,28.0,28.0,0.0
2024-07-20,38.0,Allequippa St & Darragh St,12.0,13.0,1.0
2024-07-20,39.0,S 12th St & E Carson St,29.0,27.0,-2.0
2024-07-20,40.0,7th St & Penn Ave,35.0,31.0,-4.0
2024-07-20,41.0,S 22nd St & Sidney St,33.0,30.0,-3.0
2024-07-20,42.0,Second Ave & Tecumseh St,1.0,4.0,3.0
2024-07-20,43.0,Eliza St & Lytle St,2.0,2.0,0.0
2024-07-20,44.0,Hamilton Ave & Fifth Ave,5.0,1.0,-4.0
2024-07-20,47.0,17th St & Penn Ave,28.0,40.0,12.0
2024-07-20,48.0,S Millvale Ave & Centre Ave,19.0,24.0,5.0
2024-07-20,49.0,Technology Dr & Bates St,6.0,8.0,2.0
2024-07-20,50.0,Atwood St & Bates St,46.0,42.0,-4.0
2024-07-20,51.0,Coltart Ave & Forbes Ave,46.0,48.0,2.0
2024-07-20,52.0,Bedford Ave & Memory Ln,2.0,2.0,0.0
2024-07-20,53.0,Centre Ave & Heldman St,6.0,6.0,0.0
2024-07-20,54.0,W Ohio St & Brighton Rd,8.0,13.0,5.0
2024-07-20,55.0,Brighton Rd & Pennsylvania Ave,2.0,3.0,1.0
2024-07-20,56.0,Rosetta St & N Aiken Ave,3.0,2.0,-1.0
2024-07-20,57.0,52nd St & Butler St,14.0,16.0,2.0
2024-07-20,58.0,W North Ave & Federal St,25.0,26.0,1.0
2024-07-20,59.0,Forbes Ave at TCS Hall (CMU Campus),16.0,17.0,1.0
2024-07-20,60.0,Wilkinsburg Park & Ride,7.0,5.0,-2.0
2024-07-21,1.0,Pierce St & Summerlea St,20.0,13.0,-7.0
2024-07-21,2.0,Eliza Furnace Trail & Swineburne St,21.0,21.0,0.0
2024-07-21,3.0,Centre Ave & Addison St,2.0,4.0,2.0
2024-07-21,4.0,Burns White Center at 3 Crossings,25.0,20.0,-5.0
2024-07-21,5.0,Allegheny Station,25.0,21.0,-4.0
2024-07-21,6.0,10th St & Penn Ave,34.0,37.0,3.0
2024-07-21,7.0,Liberty Ave & Gross St,23.0,19.0,-4.0
2024-07-21,8.0,Glasshouse,13.0,10.0,-3.0
2024-07-21,9.0,South Side Trail & S 4th St,16.0,17.0,1.0
2024-07-21,10.0,Zulema St & Coltart Ave,31.0,29.0,-2.0
2024-07-21,11.0,Ellsworth Ave & N Neville St,10.0,6.0,-4.0
2024-07-21,12.0,O'Hara St and University Place,23.0,28.0,5.0
2024-07-21,13.0,S Bouquet Ave & Sennott St,39.0,42.0,3.0
2024-07-21,14.0,Tioga St & N Homewood Ave,2.0,1.0,-1.0
2024-07-21,15.0,Ivy St & Walnut St,30.0,31.0,1.0
2024-07-21,16.0,Penn Ave & Putnam St (Bakery Square),13.0,12.0,-1.0
2024-07-21,17.0,Taylor St & Liberty Ave,22.0,24.0,2.0
2024-07-21,18.0,21st St & Penn Ave,19.0,26.0,7.0
2024-07-21,19.0,42nd St & Butler St,24.0,25.0,1.0
2024-07-21,20.0,Boulevard of the Allies & Parkview Ave,39.0,44.0,5.0
2024-07-21,21.0,Liberty Ave & Stanwix St,33.0,31.0,-2.0
2024-07-21,22.0,Forbes Ave & Market Square,50.0,52.0,2.0
2024-07-21,23.0,North Shore Trail & Fort Duquesne Bridge,57.0,48.0,-9.0
2024-07-21,24.0,Penn Ave & 33rd St,19.0,15.0,-4.0
2024-07-21,25.0,Penn Ave & S Whitfield St,26.0,28.0,2.0
2024-07-21,26.0,S 27th St & Sidney St. (Southside Works),51.0,59.0,8.0
2024-07-21,27.0,W Station Square Dr & Bessemer Court,16.0,19.0,3.0
2024-07-21,28.0,Fifth Ave & S Bouquet St,38.0,33.0,-5.0
2024-07-21,29.0,Forbes Ave & Schenley Dr,18.0,19.0,1.0
2024-07-21,30.0,Shady Ave & Ellsworth Ave,23.0,19.0,-4.0
2024-07-21,31.0,First Ave & B St,28.0,24.0,-4.0
2024-07-21,33.0,Schenley Dr & Schenley Dr Ext,8.0,7.0,-1.0
2024-07-21,34.0,N Dithridge St & Centre Ave,37.0,30.0,-7.0
2024-07-21,35.0,Butler St & 36th St,17.0,23.0,6.0
2024-07-21,36.0,Penn Ave & S Pacific Ave,10.0,12.0,2.0
2024-07-21,37.0,S Negley Ave & Centre Ave,21.0,25.0,4.0
2024-07-21,38.0,Allequippa St & Darragh St,13.0,11.0,-2.0
2024-07-21,39.0,S 12th St & E Carson St,25.0,28.0,3.0
2024-07-21,40.0,7th St & Penn Ave,38.0,44.0,6.0
2024-07-21,41.0,S 22nd St & Sidney St,19.0,17.0,-2.0
2024-07-21,42.0,Second Ave & Tecumseh St,1.0,1.0,0.0
2024-07-21,43.0,Eliza St & Lytle St,1.0,1.0,0.0
2024-07-21,44.0,Hamilton Ave & Fifth Ave,3.0,4.0,1.0
2024-07-21,45.0,N Braddock Ave & Hamilton Ave,4.0,5.0,1.0
2024-07-21,47.0,17th St & Penn Ave,24.0,28.0,4.0
2024-07-21,48.0,S Millvale Ave & Centre Ave,26.0,26.0,0.0
2024-07-21,49.0,Technology Dr & Bates St,13.0,13.0,0.0
2024-07-21,50.0,Atwood St & Bates St,41.0,49.0,8.0
2024-07-21,51.0,Coltart Ave & Forbes Ave,20.0,16.0,-4.0
2024-07-21,52.0,Bedford Ave & Memory Ln,3.0,1.0,-2.0
2024-07-21,53.0,Centre Ave & Heldman St,11.0,8.0,-3.0
2024-07-21,54.0,W Ohio St & Brighton Rd,9.0,9.0,0.0
2024-07-21,55.0,Brighton Rd & Pennsylvania Ave,5.0,7.0,2.0
2024-07-21,56.0,Rosetta St & N Aiken Ave,2.0,6.0,4.0
2024-07-21,57.0,52nd St & Butler St,7.0,4.0,-3.0
2024-07-21,58.0,W North Ave & Federal St,23.0,21.0,-2.0
2024-07-21,59.0,Forbes Ave at TCS Hall (CMU Campus),20.0,25.0,5.0
2024-07-21,60.0,Wilkinsburg Park & Ride,3.0,11.0,8.0
2024-07-22,1.0,Pierce St & Summerlea St,4.0,6.0,2.0
2024-07-22,2.0,Eliza Furnace Trail & Swineburne St,5.0,5.0,0.0
2024-07-22,3.0,Centre Ave & Addison St,3.0,3.0,0.0
2024-07-22,4.0,Burns White Center at 3 Crossings,11.0,11.0,0.0
2024-07-22,5.0,Allegheny Station,2.0,4.0,2.0
2024-07-22,6.0,10th St & Penn Ave,8.0,9.0,1.0
2024-07-22,7.0,Liberty Ave & Gross St,7.0,11.0,4.0
2024-07-22,8.0,Glasshouse,5.0,10.0,5.0
2024-07-22,9.0,South Side Trail & S 4th St,4.0,4.0,0.0
2024-07-22,10.0,Zulema St & Coltart Ave,27.0,32.0,5.0
2024-07-22,11.0,Ellsworth Ave & N Neville St,13.0,17.0,4.0
2024-07-22,12.0,O'Hara St and University Place,28.0,34.0,6.0
2024-07-22,13.0,S Bouquet Ave & Sennott St,37.0,33.0,-4.0
2024-07-22,14.0,Tioga St & N Homewood Ave,7.0,5.0,-2.0
2024-07-22,15.0,Ivy St & Walnut St,23.0,24.0,1.0
2024-07-22,16.0,Penn Ave & Putnam St (Bakery Square),13.0,12.0,-1.0
2024-07-22,17.0,Taylor St & Liberty Ave,11.0,8.0,-3.0
2024-07-22,18.0,21st St & Penn Ave,10.0,7.0,-3.0
2024-07-22,19.0,42nd St & Butler St,10.0,12.0,2.0
2024-07-22,20.0,Boulevard of the Allies & Parkview Ave,34.0,36.0,2.0
2024-07-22,21.0,Liberty Ave & Stanwix St,15.0,11.0,-4.0
2024-07-22,22.0,Forbes Ave & Market Square,18.0,15.0,-3.0
2024-07-22,23.0,North Shore Trail & Fort Duquesne Bridge,21.0,25.0,4.0
2024-07-22,24.0,Penn Ave & 33rd St,8.0,12.0,4.0
2024-07-22,25.0,Penn Ave & S Whitfield St,12.0,7.0,-5.0
2024-07-22,26.0,S 27th St & Sidney St. (Southside Works),23.0,19.0,-4.0
2024-07-22,27.0,W Station Square Dr & Bessemer Court,4.0,3.0,-1.0
2024-07-22,28.0,Fifth Ave & S Bouquet St,39.0,36.0,-3.0
2024-07-22,29.0,Forbes Ave & Schenley Dr,21.0,19.0,-2.0
2024-07-22,30.0,Shady Ave & Ellsworth Ave,20.0,17.0,-3.0
2024-07-22,31.0,First Ave & B St,9.0,8.0,-1.0
2024-07-22,33.0,Schenley Dr & Schenley Dr Ext,13.0,12.0,-1.0
2024-07-22,34.0,N Dithridge St & Centre Ave,34.0,29.0,-5.0
2024-07-22,35.0,Butler St & 36th St,8.0,7.0,-1.0
2024-07-22,36.0,Penn Ave & S Pacific Ave,8.0,6.0,-2.0
2024-07-22,37.0,S Negley Ave & Centre Ave,20.0,24.0,4.0
2024-07-22,38.0,Allequippa St & Darragh St,18.0,14.0,-4.0
2024-07-22,39.0,S 12th St & E Carson St,14.0,16.0,2.0
2024-07-22,40.0,7th St & Penn Ave,18.0,15.0,-3.0
2024-07-22,41.0,S 22nd St & Sidney St,9.0,6.0,-3.0
2024-07-22,42.0,Second Ave & Tecumseh St,1.0,3.0,2.0
2024-07-22,43.0,Eliza St & Lytle St,3.0,2.0,-1.0
2024-07-22,44.0,Hamilton Ave & Fifth Ave,2.0,2.0,0.0
2024-07-22,45.0,N Braddock Ave & Hamilton Ave,1.0,0.0,-1.0
2024-07-22,47.0,17th St & Penn Ave,13.0,11.0,-2.0
2024-07-22,48.0,S Millvale Ave & Centre Ave,17.0,18.0,1.0
2024-07-22,49.0,Technology Dr & Bates St,16.0,22.0,6.0
2024-07-22,50.0,Atwood St & Bates St,36.0,30.0,-6.0
2024-07-22,51.0,Coltart Ave & Forbes Ave,36.0,39.0,3.0
2024-07-22,52.0,Bedford Ave & Memory Ln,2.0,2.0,0.0
2024-07-22,53.0,Centre Ave & Heldman St,0.0,1.0,1.0
2024-07-22,54.0,W Ohio St & Brighton Rd,5.0,5.0,0.0
2024-07-22,55.0,Brighton Rd & Pennsylvania Ave,5.0,6.0,1.0
2024-07-22,56.0,Rosetta St & N Aiken Ave,3.0,2.0,-1.0
2024-07-22,57.0,52nd St & Butler St,4.0,4.0,0.0
2024-07-22,58.0,W North Ave & Federal St,11.0,9.0,-2.0
2024-07-22,59.0,Forbes Ave at TCS Hall (CMU Campus),18.0,19.0,1.0
2024-07-22,60.0,Wilkinsburg Park & Ride,3.0,6.0,3.0
2024-07-23,1.0,Pierce St & Summerlea St,19.0,15.0,-4.0
2024-07-23,2.0,Eliza Furnace Trail & Swineburne St,9.0,7.0,-2.0
2024-07-23,3.0,Centre Ave & Addison St,2.0,3.0,1.0
2024-07-23,4.0,Burns White Center at 3 Crossings,17.0,18.0,1.0
2024-07-23,5.0,Allegheny Station,6.0,8.0,2.0
2024-07-23,6.0,10th St & Penn Ave,25.0,29.0,4.0
2024-07-23,7.0,Liberty Ave & Gross St,16.0,13.0,-3.0
2024-07-23,8.0,Glasshouse,17.0,16.0,-1.0
2024-07-23,9.0,South Side Trail & S 4th St,7.0,9.0,2.0
2024-07-23,10.0,Zulema St & Coltart Ave,37.0,36.0,-1.0
2024-07-23,11.0,Ellsworth Ave & N Neville St,26.0,26.0,0.0
2024-07-23,12.0,O'Hara St and University Place,55.0,65.0,10.0
2024-07-23,13.0,S Bouquet Ave & Sennott St,57.0,60.0,3.0
2024-07-23,14.0,Tioga St & N Homewood Ave,1.0,1.0,0.0
2024-07-23,15.0,Ivy St & Walnut St,31.0,37.0,6.0
2024-07-23,16.0,Penn Ave & Putnam St (Bakery Square),5.0,13.0,8.0
2024-07-23,17.0,Taylor St & Liberty Ave,18.0,20.0,2.0
2024-07-23,18.0,21st St & Penn Ave,23.0,24.0,1.0
2024-07-23,19.0,42nd St & Butler St,16.0,15.0,-1.0
2024-07-23,20.0,Boulevard of the Allies & Parkview Ave,67.0,60.0,-7.0
2024-07-23,21.0,Liberty Ave & Stanwix St,23.0,29.0,6.0
2024-07-23,22.0,Forbes Ave & Market Square,25.0,29.0,4.0
2024-07-23,23.0,North Shore Trail & Fort Duquesne Bridge,31.0,29.0,-2.0
2024-07-23,24.0,Penn Ave & 33rd St,21.0,23.0,2.0
2024-07-23,25.0,Penn Ave & S Whitfield St,21.0,23.0,2.0
2024-07-23,26.0,S 27th St & Sidney St. (Southside Works),27.0,34.0,7.0
2024-07-23,27.0,W Station Square Dr & Bessemer Court,4.0,4.0,0.0
2024-07-23,28.0,Fifth Ave & S Bouquet St,35.0,38.0,3.0
2024-07-23,29.0,Forbes Ave & Schenley Dr,34.0,33.0,-1.0
2024-07-23,30.0,Shady Ave & Ellsworth Ave,18.0,14.0,-4.0
2024-07-23,31.0,First Ave & B St,18.0,17.0,-1.0
2024-07-23,33.0,Schenley Dr & Schenley Dr Ext,13.0,11.0,-2.0
2024-07-23,34.0,N Dithridge St & Centre Ave,55.0,50.0,-5.0
2024-07-23,35.0,Butler St & 36th St,13.0,13.0,0.0
2024-07-23,36.0,Penn Ave & S Pacific Ave,12.0,12.0,0.0
2024-07-23,37.0,S Negley Ave & Centre Ave,29.0,28.0,-1.0
2024-07-23,38.0,Allequippa St & Darragh St,22.0,12.0,-10.0
2024-07-23,39.0,S 12th St & E Carson St,15.0,18.0,3.0
2024-07-23,40.0,7th St & Penn Ave,32.0,35.0,3.0
2024-07-23,41.0,S 22nd St & Sidney St,11.0,13.0,2.0
2024-07-23,42.0,Second Ave & Tecumseh St,0.0,3.0,3.0
2024-07-23,43.0,Eliza St & Lytle St,2.0,2.0,0.0
2024-07-23,44.0,Hamilton Ave & Fifth Ave,3.0,4.0,1.0
2024-07-23,45.0,N Braddock Ave & Hamilton Ave,1.0,1.0,0.0
2024-07-23,47.0,17th St & Penn Ave,21.0,14.0,-7.0
2024-07-23,48.0,S Millvale Ave & Centre Ave,36.0,33.0,-3.0
2024-07-23,49.0,Technology Dr & Bates St,23.0,23.0,0.0
2024-07-23,50.0,Atwood St & Bates St,50.0,41.0,-9.0
2024-07-23,51.0,Coltart Ave & Forbes Ave,39.0,41.0,2.0
2024-07-23,52.0,Bedford Ave & Memory Ln,1.0,2.0,1.0
2024-07-23,53.0,Centre Ave & Heldman St,3.0,3.0,0.0
2024-07-23,54.0,W Ohio St & Brighton Rd,19.0,14.0,-5.0
2024-07-23,55.0,Brighton Rd & Pennsylvania Ave,9.0,13.0,4.0
2024-07-23,56.0,Rosetta St & N Aiken Ave,2.0,1.0,-1.0
2024-07-23,57.0,52nd St & Butler St,13.0,13.0,0.0
2024-07-23,58.0,W North Ave & Federal St,13.0,8.0,-5.0
2024-07-23,59.0,Forbes Ave at TCS Hall (CMU Campus),26.0,26.0,0.0
2024-07-23,60.0,Wilkinsburg Park & Ride,1.0,1.0,0.0
2024-07-24,1.0,Pierce St & Summerlea St,13.0,9.0,-4.0
2024-07-24,2.0,Eliza Furnace Trail & Swineburne St,12.0,13.0,1.0
2024-07-24,3.0,Centre Ave & Addison St,4.0,1.0,-3.0
2024-07-24,4.0,Burns White Center at 3 Crossings,13.0,13.0,0.0
2024-07-24,5.0,Allegheny Station,10.0,9.0,-1.0
2024-07-24,6.0,10th St & Penn Ave,27.0,36.0,9.0
2024-07-24,7.0,Liberty Ave & Gross St,6.0,11.0,5.0
2024-07-24,8.0,Glasshouse,9.0,12.0,3.0
2024-07-24,9.0,South Side Trail & S 4th St,17.0,12.0,-5.0
2024-07-24,10.0,Zulema St & Coltart Ave,41.0,37.0,-4.0
2024-07-24,11.0,Ellsworth Ave & N Neville St,15.0,13.0,-2.0
2024-07-24,12.0,O'Hara St and University Place,53.0,67.0,14.0
2024-07-24,13.0,S Bouquet Ave & Sennott St,59.0,59.0,0.0
2024-07-24,14.0,Tioga St & N Homewood Ave,2.0,4.0,2.0
2024-07-24,15.0,Ivy St & Walnut St,36.0,30.0,-6.0
2024-07-24,16.0,Penn Ave & Putnam St (Bakery Square),15.0,18.0,3.0
2024-07-24,17.0,Taylor St & Liberty Ave,16.0,24.0,8.0
2024-07-24,18.0,21st St & Penn Ave,34.0,29.0,-5.0
2024-07-24,19.0,42nd St & Butler St,9.0,6.0,-3.0
2024-07-24,20.0,Boulevard of the Allies & Parkview Ave,54.0,51.0,-3.0
2024-07-24,21.0,Liberty Ave & Stanwix St,16.0,21.0,5.0
2024-07-24,22.0,Forbes Ave & Market Square,19.0,16.0,-3.0
2024-07-24,23.0,North Shore Trail & Fort Duquesne Bridge,22.0,23.0,1.0
2024-07-24,24.0,Penn Ave & 33rd St,8.0,7.0,-1.0
2024-07-24,25.0,Penn Ave & S Whitfield St,24.0,28.0,4.0
2024-07-24,26.0,S 27th St & Sidney St. (Southside Works),19.0,17.0,-2.0
2024-07-24,27.0,W Station Square Dr & Bessemer Court,10.0,6.0,-4.0
2024-07-24,28.0,Fifth Ave & S Bouquet St,45.0,44.0,-1.0
2024-07-24,29.0,Forbes Ave & Schenley Dr,30.0,29.0,-1.0
2024-07-24,30.0,Shady Ave & Ellsworth Ave,15.0,14.0,-1.0
2024-07-24,31.0,First Ave & B St,22.0,25.0,3.0
2024-07-24,33.0,Schenley Dr & Schenley Dr Ext,8.0,5.0,-3.0
2024-07-24,34.0,N Dithridge St & Centre Ave,53.0,33.0,-20.0
2024-07-24,35.0,Butler St & 36th St,14.0,8.0,-6.0
2024-07-24,36.0,Penn Ave & S Pacific Ave,14.0,11.0,-3.0
2024-07-24,37.0,S Negley Ave & Centre Ave,32.0,29.0,-3.0
2024-07-24,38.0,Allequippa St & Darragh St,22.0,13.0,-9.0
2024-07-24,39.0,S 12th St & E Carson St,10.0,15.0,5.0
2024-07-24,40.0,7th St & Penn Ave,29.0,35.0,6.0
2024-07-24,41.0,S 22nd St & Sidney St,18.0,26.0,8.0
2024-07-24,43.0,Eliza St & Lytle St,1.0,1.0,0.0
2024-07-24,44.0,Hamilton Ave & Fifth Ave,4.0,6.0,2.0
2024-07-24,45.0,N Braddock Ave & Hamilton Ave,2.0,0.0,-2.0
2024-07-24,47.0,17th St & Penn Ave,14.0,16.0,2.0
2024-07-24,48.0,S Millvale Ave & Centre Ave,30.0,30.0,0.0
2024-07-24,49.0,Technology Dr & Bates St,15.0,27.0,12.0
2024-07-24,50.0,Atwood St & Bates St,47.0,45.0,-2.0
2024-07-24,51.0,Coltart Ave & Forbes Ave,42.0,43.0,1.0
2024-07-24,52.0,Bedford Ave & Memory Ln,2.0,2.0,0.0
2024-07-24,53.0,Centre Ave & Heldman St,2.0,3.0,1.0
2024-07-24,54.0,W Ohio St & Brighton Rd,14.0,6.0,-8.0
2024-07-24,55.0,Brighton Rd & Pennsylvania Ave,3.0,5.0,2.0
2024-07-24,56.0,Rosetta St & N Aiken Ave,4.0,2.0,-2.0
2024-07-24,57.0,52nd St & Butler St,8.0,13.0,5.0
2024-07-24,58.0,W North Ave & Federal St,9.0,13.0,4.0
2024-07-24,59.0,Forbes Ave at TCS Hall (CMU Campus),18.0,19.0,1.0
2024-07-24,60.0,Wilkinsburg Park & Ride,1.0,2.0,1.0
2024-07-25,1.0,Pierce St & Summerlea St,15.0,12.0,-3.0
2024-07-25,2.0,Eliza Furnace Trail & Swineburne St,9.0,12.0,3.0
2024-07-25,3.0,Centre Ave & Addison St,1.0,2.0,1.0
2024-07-25,4.0,Burns White Center at 3 Crossings,19.0,18.0,-1.0
2024-07-25,5.0,Allegheny Station,4.0,3.0,-1.0
2024-07-25,6.0,10th St & Penn Ave,25.0,25.0,0.0
2024-07-25,7.0,Liberty Ave & Gross St,19.0,17.0,-2.0
2024-07-25,8.0,Glasshouse,13.0,9.0,-4.0
2024-07-25,9.0,South Side Trail & S 4th St,11.0,11.0,0.0
2024-07-25,10.0,Zulema St & Coltart Ave,39.0,36.0,-3.0
2024-07-25,11.0,Ellsworth Ave & N Neville St,11.0,10.0,-1.0
2024-07-25,12.0,O'Hara St and University Place,61.0,58.0,-3.0
2024-07-25,13.0,S Bouquet Ave & Sennott St,71.0,73.0,2.0
2024-07-25,14.0,Tioga St & N Homewood Ave,9.0,9.0,0.0
2024-07-25,15.0,Ivy St & Walnut St,34.0,35.0,1.0
2024-07-25,16.0,Penn Ave & Putnam St (Bakery Square),8.0,8.0,0.0
2024-07-25,17.0,Taylor St & Liberty Ave,19.0,11.0,-8.0
2024-07-25,18.0,21st St & Penn Ave,18.0,25.0,7.0
2024-07-25,19.0,42nd St & Butler St,13.0,15.0,2.0
2024-07-25,20.0,Boulevard of the Allies & Parkview Ave,56.0,52.0,-4.0
2024-07-25,21.0,Liberty Ave & Stanwix St,15.0,15.0,0.0
