,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
47,10.44,9.92,5.2,2.16,5.16,2.45,8.08,6.42,7.19,8.36,8.49,8.06,9.11,14.69,10.64,11.22,7.01,1.06,6.58,9.27,4.5,4.25,4.03,4.29,9.5,9.04,6.11,9.36,8.94,10.44,4.1,3.72,9.09,7.78,4.95,7.26,9.03,7.29,5.68,2.92,7.83,12.94,11.72,12.65,15.39,13.77,0.0,7.78,8.16,9.77,8.35,5.94,4.72,4.42,5.41,8.46,8.67,4.49,8.58,17.08
48,2.97,6.77,4.1,6.29,9.17,7.97,1.72,8.84,9.63,3.8,1.32,1.89,2.69,8.04,3.16,4.72,2.74,7.31,5.02,4.69,7.88,8.17,10.47,4.98,2.97,6.95,8.54,2.82,2.33,3.94,6.9,6.52,2.79,1.42,4.69,3.28,1.5,2.71,7.65,8.11,5.74,9.79,8.56,6.09,8.74,7.12,7.53,0.0,4.94,4.46,3.47,4.96,4.57,10.27,11.1,4.43,7.38,11.09,1.97,10.58
49,8.54,2.34,5.02,9.01,8.21,7.64,7.53,7.89,7.12,1.51,5.13,4.08,3.08,12.28,8.15,9.84,8.17,9.58,9.63,2.02,6.92,7.55,10.53,8.13,8.71,2.52,7.58,3.26,4.33,9.68,5.43,5.54,3.38,5.45,8.36,9.09,7.3,3.4,5.61,7.78,4.36,5.36,4.13,10.22,11.74,11.68,8.78,5.81,0.0,2.63,2.25,5.86,5.12,9.53,10.15,10.18,11.99,10.76,4.67,12.05
50,6.73,3.85,4.61,8.16,7.8,7.23,5.72,7.47,8.62,0.85,3.32,2.49,1.27,10.48,6.34,8.04,6.36,9.17,7.82,1.85,6.51,7.14,10.12,7.28,6.9,4.03,7.16,1.72,2.52,7.87,5.57,5.5,1.57,3.64,7.49,7.28,5.49,2.54,6.63,7.37,4.72,6.87,5.64,8.41,11.34,9.87,8.37,4.0,2.02,0.0,1.84,5.46,4.71,9.11,9.73,8.37,10.18,10.35,2.86,12.85
51,6.76,4.28,3.68,7.11,7.21,6.29,5.76,6.89,7.68,1.31,3.29,2.17,1.2,10.45,6.31,8.01,6.4,8.12,7.86,2.2,5.92,6.49,9.53,6.22,6.94,4.46,6.58,1.23,2.49,7.9,4.95,4.57,2.04,3.68,6.46,7.32,5.53,1.49,5.69,6.44,3.79,7.3,6.07,8.39,11.31,9.84,7.44,4.04,2.46,2.31,0.0,4.52,3.77,8.53,9.15,8.4,10.18,9.41,2.84,12.82
52,7.99,7.72,1.48,6.22,7.25,4.33,6.74,6.82,7.24,6.12,5.82,5.37,6.24,13.0,8.19,9.74,6.23,6.4,7.21,7.01,5.86,5.43,8.01,5.34,7.99,5.74,6.52,6.35,6.27,8.96,4.37,3.98,6.4,4.95,5.57,7.55,6.53,4.28,5.74,4.58,4.53,10.74,9.51,10.94,13.76,12.15,5.6,5.02,5.96,7.32,5.79,0.0,1.88,7.53,8.52,8.75,9.29,7.94,5.91,15.37
53,7.54,6.62,0.48,6.09,5.78,3.4,6.3,4.94,5.36,5.4,5.38,4.92,5.81,12.55,7.74,9.3,6.76,5.34,7.74,6.31,4.03,3.59,6.97,5.86,7.54,5.31,4.64,5.89,5.82,8.51,2.49,2.1,5.95,4.5,6.1,7.86,6.08,3.81,3.86,3.54,4.09,9.64,8.41,10.49,13.32,11.7,4.54,4.58,4.86,6.81,5.04,1.88,0.0,5.7,6.68,9.01,9.82,6.52,5.47,14.93
54,12.74,10.99,6.77,6.9,1.36,4.31,9.88,5.95,7.45,9.09,11.67,10.88,9.91,16.49,12.94,13.02,8.81,5.86,8.0,10.0,3.68,3.42,3.79,6.82,11.31,10.11,5.64,9.94,11.2,12.24,4.78,4.58,10.76,10.8,7.46,9.06,11.42,9.88,6.67,3.46,8.89,14.01,12.78,14.45,17.19,15.57,4.79,10.87,9.23,10.5,8.84,7.5,6.3,0.0,0.99,10.26,10.08,1.79,11.55,18.89
55,13.78,12.03,7.81,7.94,1.94,5.34,10.92,6.75,8.26,10.0,12.71,11.69,10.72,17.53,13.98,14.06,9.85,6.89,9.04,10.91,4.72,4.46,4.82,7.85,12.34,11.14,6.45,10.75,12.01,13.28,5.59,5.61,11.56,11.83,8.49,10.09,12.45,10.69,7.7,4.5,9.93,15.05,13.82,15.49,18.23,16.61,5.83,11.91,10.26,11.41,9.65,8.54,7.33,1.04,0.0,11.29,11.12,1.98,12.36,19.92
56,4.18,10.98,8.41,6.7,11.05,10.26,3.48,12.98,13.73,8.02,5.44,6.1,6.9,7.93,4.38,4.46,3.41,7.7,4.16,8.9,11.52,11.27,9.59,4.1,2.75,11.16,12.68,7.04,6.65,3.68,10.53,10.15,7.0,5.73,3.81,1.13,2.86,7.03,11.86,9.94,9.95,14.0,12.77,5.89,8.63,7.01,8.31,4.32,9.16,8.67,7.68,9.0,8.89,10.18,11.17,0.0,6.2,10.24,5.95,10.33
57,9.17,13.17,9.36,7.02,10.95,10.58,6.31,13.07,13.99,10.2,8.47,8.04,9.09,12.91,9.36,9.45,5.24,8.02,3.58,11.09,11.42,11.17,9.49,4.42,7.73,13.35,12.77,9.22,8.92,8.66,10.78,10.4,9.07,7.86,3.76,5.48,7.84,8.82,12.48,9.84,12.14,16.19,14.96,10.87,13.61,12.0,8.63,7.58,11.34,10.74,9.87,9.26,9.83,10.09,11.07,6.68,0.0,10.15,8.56,15.31
58,12.09,11.1,6.58,6.25,2.8,4.11,9.23,6.42,7.92,9.2,11.4,10.96,10.35,15.84,12.29,12.37,8.16,5.2,7.35,10.1,3.79,3.52,3.14,6.16,10.66,10.21,6.11,10.38,11.64,11.59,5.06,4.68,11.19,10.6,6.81,8.4,10.76,9.91,6.77,3.26,9.0,14.12,12.89,13.8,16.54,14.92,4.14,10.5,9.33,10.61,9.28,7.32,6.1,1.44,2.36,9.6,9.43,0.0,11.49,18.24
59,4.21,6.08,4.94,7.18,8.48,7.56,3.58,8.15,8.94,3.12,1.09,1.88,2.0,8.0,3.86,5.56,4.6,8.19,6.1,4.0,7.19,7.76,10.8,6.07,4.59,6.26,7.85,2.14,0.86,5.41,6.22,5.83,2.1,2.0,5.77,5.14,3.18,2.94,6.96,7.7,5.05,9.1,7.87,5.94,8.87,7.4,8.42,1.86,4.26,3.77,2.78,5.78,5.04,9.79,10.42,6.06,8.46,10.68,0.0,10.38
60,8.91,13.38,14.02,15.07,16.68,16.64,10.26,16.35,17.86,12.19,9.84,10.96,11.08,3.94,8.8,5.53,11.57,16.07,12.53,12.85,15.39,16.02,17.96,12.47,7.43,13.57,16.05,11.21,10.8,6.74,14.46,14.56,11.18,11.18,12.18,9.5,8.78,12.02,16.04,16.78,14.13,15.95,15.18,6.06,2.63,4.3,16.68,10.28,11.56,12.85,11.86,14.86,14.12,17.99,18.62,10.01,14.57,18.61,10.12,0.0
