Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,sin_day_of_week,cos_day_of_week,sin_month,cos_month
2024-02-15,-2.0,-2.0,0.0,-2.0,1.0,-4.0,-1.0,0.0,0.0,1.0,2.0,13.0,3.0,-1.0,0.0,0.0,2.0,-2.0,0.0,-11.0,-1.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,1.0,-2.0,4.0,-30.0,4.0,4.0,3.0,-10.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,-3.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2024-02-16,-3.0,1.0,-1.0,1.0,-2.0,-3.0,-2.0,1.0,-1.0,-4.0,-3.0,19.0,1.0,2.0,-2.0,-2.0,-4.0,0.0,1.0,-19.0,-1.0,0.0,-1.0,3.0,1.0,6.0,0.0,2.0,0.0,8.0,-2.0,1.0,1.0,-11.0,0.0,0.0,0.0,-13.0,-2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,-6.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,2.0,6.0,1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2024-02-17,2.0,-1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,5.0,-1.0,0.0,1.0,2.0,2.0,-1.0,-1.0,-6.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,2.0,0.0,-4.0,-5.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2024-02-18,-1.0,1.0,0.0,1.0,1.0,0.0,-3.0,0.0,2.0,-1.0,2.0,3.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,-8.0,-2.0,1.0,-1.0,0.0,-2.0,-3.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,-7.0,-3.0,3.0,5.0,-5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-4.0,-2.0,-1.0,2.0,0.0,-2.0,0.0,2.0,-1.0,6.0,0.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2024-02-19,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,3.0,0.0,10.0,0.0,7.0,0.0,1.0,5.0,0.0,-2.0,1.0,1.0,3.0,-1.0,0.0,-1.0,0.0,-1.0,5.0,0.0,3.0,0.0,1.0,-1.0,0.0,0.0,-9.0,2.0,-1.0,-4.0,-29.0,-2.0,0.0,-1.0,2.0,0.0,-1.0,-1.0,0.0,2.0,0.0,-1.0,5.0,1.0,-2.0,0.0,2.0,-1.0,-1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001
2024-02-20,-6.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-1.0,-1.0,3.0,17.0,5.0,-1.0,1.0,5.0,1.0,-2.0,2.0,-15.0,-1.0,-2.0,3.0,-2.0,6.0,6.0,-1.0,5.0,0.0,-1.0,0.0,-1.0,-8.0,-10.0,1.0,-3.0,2.0,-13.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-5.0,10.0,0.0,-1.0,3.0,2.0,0.0,0.0,1.0,-1.0,0.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2024-02-21,-1.0,0.0,0.0,-3.0,-4.0,2.0,-1.0,1.0,0.0,1.0,1.0,14.0,8.0,0.0,-2.0,-4.0,0.0,0.0,-3.0,-11.0,2.0,-2.0,4.0,-3.0,2.0,1.0,0.0,4.0,0.0,5.0,-1.0,0.0,0.0,-10.0,4.0,2.0,2.0,-19.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,-7.0,-8.0,0.0,0.0,-2.0,-1.0,0.0,3.0,2.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2024-02-22,0.0,-1.0,-1.0,0.0,1.0,-1.0,2.0,1.0,0.0,0.0,2.0,11.0,8.0,0.0,0.0,2.0,-2.0,-1.0,2.0,-10.0,1.0,-1.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,-2.0,0.0,-2.0,0.0,-13.0,-2.0,3.0,-5.0,-11.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2024-02-23,-1.0,1.0,0.0,-1.0,-1.0,3.0,-3.0,3.0,0.0,-3.0,1.0,14.0,4.0,0.0,2.0,1.0,-1.0,0.0,8.0,-12.0,0.0,-1.0,-2.0,-1.0,-1.0,5.0,0.0,-6.0,0.0,3.0,1.0,-1.0,-1.0,-8.0,1.0,0.0,2.0,-13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,4.0,-2.0,0.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2024-02-24,0.0,0.0,0.0,-2.0,-2.0,-1.0,2.0,1.0,0.0,4.0,-1.0,0.0,5.0,1.0,-8.0,0.0,-3.0,1.0,-3.0,-6.0,2.0,-1.0,0.0,1.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,5.0,-1.0,-2.0,3.0,4.0,-4.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,0.0,10.0,0.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2024-02-25,0.0,0.0,1.0,2.0,0.0,-2.0,-2.0,2.0,-1.0,5.0,3.0,0.0,-6.0,-1.0,11.0,2.0,1.0,-1.0,5.0,4.0,-4.0,-1.0,-2.0,1.0,0.0,-6.0,1.0,4.0,0.0,3.0,1.0,0.0,-3.0,-6.0,1.0,-4.0,3.0,-10.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,2.0,0.0,1.0,-5.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,0.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2024-02-26,6.0,0.0,1.0,-4.0,2.0,10.0,-3.0,0.0,0.0,2.0,1.0,10.0,3.0,0.0,-4.0,-1.0,2.0,1.0,4.0,-9.0,1.0,2.0,-1.0,1.0,0.0,5.0,-3.0,-11.0,0.0,2.0,-4.0,2.0,0.0,-6.0,0.0,4.0,2.0,-24.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,8.0,-1.0,0.0,0.0,1.0,1.0,-1.0,2.0,-1.0,-6.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001
2024-02-27,0.0,0.0,-3.0,-2.0,-2.0,-5.0,2.0,0.0,0.0,3.0,-2.0,15.0,10.0,1.0,-1.0,-3.0,-3.0,-2.0,0.0,-14.0,1.0,4.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,4.0,0.0,-3.0,-11.0,4.0,0.0,0.0,-13.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,-5.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2024-02-28,-2.0,0.0,0.0,-1.0,1.0,-2.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,3.0,-3.0,-12.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2024-02-29,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-2.0,1.0,1.0,-2.0,11.0,6.0,-1.0,1.0,-1.0,6.0,-1.0,0.0,-12.0,1.0,-1.0,1.0,4.0,3.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,1.0,-15.0,2.0,-1.0,0.0,-9.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.0,-1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-2.0,1.0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2024-03-01,1.0,2.0,-1.0,3.0,0.0,0.0,4.0,1.0,1.0,-3.0,0.0,11.0,5.0,1.0,0.0,2.0,-2.0,2.0,-3.0,-4.0,0.0,3.0,3.0,-1.0,6.0,4.0,2.0,8.0,0.0,2.0,2.0,0.0,2.0,-7.0,-6.0,-3.0,1.0,-19.0,-3.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,6.0,-13.0,-11.0,0.0,-1.0,-1.0,1.0,0.0,2.0,-4.0,4.0,0.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2024-03-02,1.0,0.0,1.0,2.0,0.0,4.0,1.0,-2.0,0.0,10.0,6.0,5.0,-17.0,0.0,-3.0,0.0,-2.0,2.0,-2.0,-1.0,2.0,5.0,1.0,3.0,4.0,-2.0,-3.0,-5.0,0.0,-1.0,-1.0,2.0,0.0,1.0,-3.0,-6.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2024-03-03,-12.0,-1.0,0.0,-4.0,6.0,1.0,-6.0,2.0,-5.0,9.0,-1.0,1.0,-3.0,1.0,-4.0,0.0,0.0,2.0,5.0,4.0,0.0,-6.0,8.0,0.0,2.0,0.0,-4.0,-3.0,0.0,6.0,-3.0,-1.0,1.0,1.0,0.0,1.0,1.0,-5.0,2.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-2.0,10.0,8.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,6.0,-1.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2024-03-04,-2.0,4.0,0.0,3.0,-3.0,-6.0,6.0,-2.0,2.0,-1.0,0.0,8.0,14.0,0.0,4.0,2.0,-3.0,3.0,6.0,-8.0,-3.0,-1.0,7.0,2.0,-2.0,8.0,0.0,1.0,0.0,-2.0,-1.0,2.0,-2.0,-14.0,-1.0,-2.0,2.0,-17.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,3.0,4.0,1.0,0.0,-5.0,3.0,-4.0,1.0,-3.0,-3.0,2.0,0.0,1.0,1.0,6.123233995736766e-17
2024-03-05,2.0,1.0,-1.0,-4.0,-2.0,0.0,-6.0,0.0,0.0,8.0,-4.0,12.0,14.0,0.0,2.0,4.0,1.0,-1.0,0.0,-10.0,5.0,-1.0,-1.0,-2.0,0.0,4.0,-2.0,-8.0,0.0,-4.0,-3.0,-1.0,3.0,-12.0,2.0,-1.0,3.0,-10.0,4.0,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,4.0,0.0,3.0,-20.0,-8.0,0.0,0.0,1.0,-2.0,-2.0,1.0,0.0,1.0,1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2024-03-06,0.0,1.0,-1.0,0.0,-1.0,2.0,0.0,1.0,1.0,-2.0,2.0,8.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,2.0,-21.0,1.0,0.0,-1.0,-3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,-11.0,3.0,0.0,0.0,-12.0,-2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-4.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2024-03-07,4.0,2.0,0.0,2.0,2.0,1.0,0.0,-1.0,0.0,2.0,-5.0,13.0,11.0,1.0,5.0,0.0,0.0,-2.0,-3.0,-2.0,-5.0,4.0,-1.0,0.0,-2.0,8.0,-1.0,6.0,0.0,2.0,0.0,1.0,-4.0,-3.0,0.0,-4.0,-6.0,-23.0,4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,-5.0,-1.0,1.0,0.0,1.0,-1.0,3.0,-1.0,-4.0,0.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2024-03-08,0.0,0.0,0.0,1.0,-2.0,4.0,4.0,0.0,1.0,-3.0,1.0,11.0,9.0,1.0,-6.0,3.0,-1.0,-4.0,6.0,-19.0,4.0,-2.0,-4.0,0.0,0.0,-1.0,0.0,3.0,0.0,-5.0,-1.0,0.0,3.0,-4.0,4.0,0.0,-3.0,-9.0,0.0,0.0,6.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,3.0,-12.0,5.0,-1.0,0.0,-1.0,0.0,2.0,-2.0,3.0,0.0,2.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2024-03-09,-2.0,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,1.0,-2.0,-1.0,0.0,-4.0,4.0,1.0,1.0,1.0,1.0,-6.0,0.0,-2.0,0.0,2.0,1.0,-1.0,-1.0,-2.0,0.0,3.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-7.0,-5.0,-1.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2024-03-10,-2.0,0.0,0.0,0.0,0.0,-4.0,-1.0,-1.0,0.0,0.0,1.0,2.0,-3.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,-2.0,1.0,2.0,1.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,-2.0,-3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.0,0.0,1.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2024-03-11,1.0,0.0,1.0,-2.0,0.0,-1.0,-2.0,-1.0,1.0,-5.0,-1.0,-1.0,5.0,0.0,-3.0,5.0,-5.0,2.0,0.0,-2.0,4.0,0.0,0.0,1.0,0.0,-2.0,-1.0,-3.0,0.0,-1.0,-1.0,-3.0,4.0,-6.0,-1.0,1.0,4.0,-5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,-1.0,2.0,-1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,6.123233995736766e-17
2024-03-12,1.0,-1.0,0.0,1.0,-1.0,1.0,-2.0,-5.0,-1.0,3.0,-3.0,0.0,-7.0,2.0,9.0,-1.0,4.0,2.0,5.0,1.0,4.0,-3.0,1.0,2.0,2.0,8.0,-2.0,-2.0,0.0,2.0,-1.0,-1.0,-2.0,-1.0,4.0,-4.0,2.0,-7.0,-1.0,0.0,3.0,0.0,0.0,1.0,-1.0,0.0,2.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2024-03-13,3.0,-1.0,0.0,-1.0,3.0,-1.0,-5.0,-3.0,2.0,3.0,1.0,4.0,-3.0,1.0,5.0,1.0,0.0,-5.0,0.0,0.0,-6.0,1.0,7.0,4.0,4.0,1.0,2.0,-3.0,0.0,-1.0,1.0,-2.0,1.0,-7.0,0.0,-8.0,1.0,-1.0,3.0,0.0,-3.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,-5.0,-3.0,-2.0,1.0,0.0,1.0,0.0,4.0,-3.0,2.0,2.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2024-03-14,1.0,2.0,0.0,-1.0,-2.0,9.0,-4.0,-1.0,-2.0,-2.0,-2.0,2.0,0.0,0.0,-1.0,1.0,3.0,-1.0,3.0,-3.0,2.0,-4.0,-3.0,-1.0,-3.0,9.0,1.0,3.0,0.0,1.0,2.0,-2.0,-1.0,1.0,1.0,-2.0,1.0,-6.0,3.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,-3.0,-3.0,-3.0,1.0,1.0,-2.0,2.0,-1.0,2.0,-4.0,3.0,2.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2024-03-15,0.0,-4.0,0.0,0.0,-1.0,-3.0,-1.0,0.0,-1.0,-3.0,-1.0,-4.0,-2.0,0.0,2.0,3.0,-1.0,-1.0,0.0,2.0,7.0,4.0,-1.0,-1.0,-1.0,2.0,1.0,3.0,0.0,-2.0,2.0,1.0,1.0,-1.0,1.0,-3.0,3.0,-6.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,-5.0,0.0,3.0,-1.0,0.0,1.0,2.0,0.0,6.0,-2.0,-2.0,0.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2024-03-16,4.0,6.0,0.0,-1.0,-3.0,-2.0,4.0,-3.0,3.0,0.0,1.0,1.0,16.0,4.0,-3.0,3.0,-4.0,7.0,2.0,-3.0,-7.0,9.0,8.0,-2.0,2.0,0.0,-4.0,-3.0,0.0,-2.0,-2.0,0.0,3.0,-2.0,-2.0,0.0,0.0,-9.0,-3.0,0.0,-7.0,-2.0,-1.0,1.0,0.0,0.0,-6.0,0.0,3.0,-4.0,-5.0,-1.0,0.0,4.0,-3.0,0.0,1.0,-1.0,1.0,0.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2024-03-17,-10.0,1.0,-1.0,1.0,2.0,-2.0,-1.0,2.0,1.0,6.0,0.0,12.0,-5.0,-1.0,-3.0,0.0,2.0,-4.0,-2.0,3.0,8.0,0.0,-2.0,0.0,2.0,1.0,-2.0,-1.0,0.0,-2.0,2.0,0.0,3.0,-5.0,1.0,3.0,-5.0,-12.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,-7.0,-4.0,1.0,1.0,0.0,-1.0,1.0,-3.0,-1.0,4.0,0.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2024-03-18,-1.0,1.0,0.0,-1.0,1.0,1.0,-3.0,0.0,1.0,5.0,2.0,13.0,-2.0,0.0,0.0,-1.0,0.0,-2.0,3.0,-8.0,-2.0,1.0,2.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,-3.0,0.0,-10.0,0.0,-1.0,-1.0,-28.0,-2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,8.0,7.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,6.123233995736766e-17
2024-03-19,2.0,-1.0,0.0,-2.0,1.0,2.0,0.0,1.0,0.0,0.0,-2.0,6.0,28.0,-2.0,2.0,2.0,-1.0,-5.0,2.0,-17.0,-2.0,0.0,0.0,2.0,-2.0,2.0,0.0,4.0,0.0,0.0,0.0,-1.0,2.0,-14.0,3.0,-3.0,1.0,-26.0,3.0,0.0,3.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,2.0,-6.0,5.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,-2.0,1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2024-03-20,0.0,0.0,0.0,-1.0,2.0,-1.0,1.0,2.0,0.0,0.0,2.0,13.0,8.0,-1.0,-2.0,1.0,-4.0,1.0,3.0,-13.0,1.0,-6.0,-1.0,3.0,-1.0,-3.0,-1.0,7.0,0.0,-2.0,1.0,0.0,5.0,-7.0,-1.0,-2.0,2.0,-25.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,-6.0,5.0,-2.0,1.0,3.0,0.0,1.0,0.0,2.0,-2.0,0.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2024-03-21,-1.0,0.0,-2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,17.0,0.0,3.0,0.0,6.0,-7.0,3.0,1.0,-3.0,-2.0,-2.0,2.0,-2.0,6.0,2.0,12.0,0.0,-5.0,-1.0,6.0,-7.0,-19.0,3.0,-2.0,-3.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-12.0,-2.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2024-03-22,4.0,0.0,1.0,0.0,2.0,0.0,-3.0,1.0,1.0,1.0,3.0,12.0,5.0,0.0,0.0,2.0,-1.0,4.0,4.0,-24.0,6.0,3.0,-3.0,1.0,0.0,1.0,-1.0,4.0,0.0,0.0,-1.0,-2.0,3.0,-18.0,-2.0,1.0,3.0,-20.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,4.0,0.0,-1.0,-2.0,0.0,-2.0,0.0,1.0,-5.0,11.0,1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2024-03-23,2.0,0.0,-1.0,0.0,0.0,-2.0,3.0,1.0,0.0,-1.0,-1.0,1.0,10.0,0.0,3.0,0.0,-1.0,1.0,1.0,-2.0,3.0,-3.0,4.0,-2.0,2.0,-2.0,-2.0,1.0,0.0,6.0,-1.0,3.0,2.0,-12.0,4.0,-1.0,2.0,-10.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,-7.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2024-03-24,1.0,-1.0,1.0,-4.0,2.0,-1.0,0.0,2.0,-1.0,5.0,-1.0,3.0,-7.0,0.0,-4.0,-2.0,-2.0,1.0,2.0,5.0,0.0,2.0,4.0,3.0,-3.0,7.0,-1.0,3.0,0.0,-1.0,2.0,-1.0,-4.0,-7.0,0.0,1.0,-5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,3.0,2.0,-1.0,-2.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2024-03-25,-5.0,-3.0,0.0,1.0,2.0,1.0,-11.0,1.0,2.0,0.0,-1.0,4.0,25.0,0.0,3.0,-1.0,3.0,-2.0,1.0,-2.0,0.0,3.0,5.0,-4.0,1.0,3.0,1.0,-2.0,0.0,5.0,-6.0,-6.0,5.0,-2.0,3.0,2.0,1.0,-17.0,-1.0,0.0,3.0,0.0,-1.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-21.0,-9.0,1.0,-1.0,2.0,3.0,0.0,1.0,-1.0,3.0,2.0,0.0,1.0,1.0,6.123233995736766e-17
2024-03-26,0.0,1.0,0.0,1.0,0.0,0.0,-2.0,-3.0,1.0,-3.0,2.0,11.0,-2.0,0.0,3.0,1.0,-3.0,-3.0,1.0,-9.0,2.0,1.0,0.0,-3.0,-2.0,4.0,0.0,10.0,0.0,2.0,2.0,3.0,-1.0,-9.0,0.0,1.0,-5.0,-21.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,4.0,0.0,0.0,2.0,0.0,1.0,-2.0,-4.0,3.0,0.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2024-03-27,-3.0,-1.0,0.0,-2.0,-1.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,7.0,0.0,3.0,5.0,-2.0,0.0,-3.0,-4.0,1.0,-3.0,-1.0,-3.0,1.0,7.0,0.0,-4.0,0.0,-5.0,-3.0,-2.0,-1.0,-6.0,1.0,-6.0,5.0,-11.0,3.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-3.0,0.0,0.0,1.0,1.0,0.0,-1.0,4.0,3.0,1.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2024-03-28,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-5.0,1.0,-1.0,1.0,-2.0,14.0,7.0,0.0,-3.0,3.0,2.0,1.0,4.0,-4.0,1.0,1.0,1.0,-3.0,-3.0,7.0,-4.0,5.0,0.0,-2.0,4.0,0.0,1.0,-6.0,2.0,0.0,3.0,-17.0,-7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,-5.0,-6.0,0.0,0.0,-2.0,2.0,-1.0,-1.0,2.0,5.0,-1.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2024-03-29,4.0,-3.0,0.0,-2.0,5.0,5.0,0.0,1.0,0.0,2.0,7.0,16.0,4.0,0.0,-4.0,3.0,1.0,2.0,1.0,-13.0,2.0,-2.0,2.0,-3.0,1.0,-8.0,0.0,-6.0,0.0,-2.0,1.0,3.0,1.0,-20.0,-4.0,-1.0,-2.0,-19.0,7.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,2.0,0.0,5.0,-7.0,3.0,-2.0,-1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2024-03-30,-3.0,1.0,0.0,1.0,-1.0,3.0,-2.0,0.0,0.0,-4.0,2.0,15.0,-2.0,1.0,2.0,0.0,-4.0,1.0,-3.0,-5.0,-2.0,0.0,0.0,-9.0,-3.0,-1.0,0.0,0.0,0.0,-3.0,-1.0,0.0,1.0,3.0,0.0,0.0,11.0,-7.0,-1.0,0.0,6.0,0.0,-1.0,-1.0,0.0,0.0,-4.0,0.0,3.0,-7.0,6.0,-1.0,0.0,2.0,0.0,1.0,-3.0,4.0,3.0,0.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2024-03-31,7.0,-1.0,0.0,2.0,-1.0,5.0,-5.0,3.0,0.0,6.0,-3.0,14.0,5.0,0.0,5.0,-5.0,-2.0,-2.0,-3.0,1.0,4.0,-4.0,-1.0,2.0,1.0,-2.0,2.0,-1.0,0.0,3.0,3.0,-4.0,1.0,-7.0,-1.0,2.0,-4.0,-3.0,-2.0,0.0,0.0,-1.0,0.0,2.0,-2.0,0.0,-1.0,0.0,3.0,5.0,-8.0,-2.0,2.0,2.0,1.0,-2.0,-3.0,2.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
